domain,url,final_url,status,http_status,content_type,bytes,saved_path,error
www.quantumresidential.com,https://www.quantumresidential.com/post-sitemap.xml,https://www.quantumresidential.com/post-sitemap.xml,ok,200,text/xml; charset=UTF-8,3064,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_post-sitemap.xml,
www.quantumresidential.com,https://www.quantumresidential.com/page-sitemap.xml,https://www.quantumresidential.com/page-sitemap.xml,ok,200,text/xml; charset=UTF-8,1965,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_page-sitemap.xml,
www.quantumresidential.com,https://www.quantumresidential.com/property-sitemap.xml,https://www.quantumresidential.com/property-sitemap.xml,ok,200,text/xml; charset=UTF-8,21181,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_property-sitemap.xml,
www.quantumresidential.com,https://www.quantumresidential.com/service-sitemap.xml,https://www.quantumresidential.com/service-sitemap.xml,ok,200,text/xml; charset=UTF-8,1562,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_service-sitemap.xml,
www.quantumresidential.com,https://www.quantumresidential.com/career-sitemap.xml,https://www.quantumresidential.com/career-sitemap.xml,ok,200,text/xml; charset=UTF-8,1658,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_career-sitemap.xml,
www.quantumresidential.com,https://www.quantumresidential.com/category-sitemap.xml,https://www.quantumresidential.com/category-sitemap.xml,ok,200,text/xml; charset=UTF-8,762,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_category-sitemap.xml,
www.quantumresidential.com,https://www.quantumresidential.com/author-sitemap.xml,https://www.quantumresidential.com/author-sitemap.xml,ok,200,text/xml; charset=UTF-8,766,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_author-sitemap.xml,
