risk_score,category,domain,content_type,title_guess,url,file_path,document_id,text_length,source,extraction_method,parse_date,dei_keywords,proxy_keywords,binding_keywords,applicability_tags
2,Infrastructure noise,www.drupal.org,text/html; charset=utf-8,"About | Drupal.org Skip to main content Skip to search Can we use first and third party cookies and web beacons to understand our audience, and to tailor promot",https://www.drupal.org/about,research_results/documents/parsed/9afc03806c436d495f9b35661514a4c4.txt,9afc03806c436d495f9b35661514a4c4,5876,third_party:www.drupal.org,,,accessibility,,policy; standard,hiring; training; housing
2,Infrastructure noise,github.com,text/html; charset=utf-8,About GitHub · GitHub Skip to content Navigation Menu Toggle navigation Sign in Platform AI CODE CREATION GitHub Copilot Write better code with AI GitHub Spark ,https://github.com/about,research_results/documents/parsed/5148e0039f816c8b620f360dfaa24d24.txt,5148e0039f816c8b620f360dfaa24d24,5390,third_party:github.com,,,inclusion; diversity,,policy,training
2,Government/operations,www.oregon.gov,text/html; charset=utf-8,Oregon Housing and Community Services : ORCA DEI Agreement : Oregon Centralized Application : State of Oregon Skip to main content An official website of the St,https://www.oregon.gov/ohcs/rental-housing/housing-development/oregon-centralized-application-orca/pages/orca-diversity-equity-inclusion-agreement.aspx,research_results/documents/parsed/0033be02ec78316625017000c92e110e.txt,0033be02ec78316625017000c92e110e,5340,third_party:www.oregon.gov,,,equity; diversity; deib; inclusion; racial justice; dei,,standard; agreement; must; compliance; required,hiring; procurement; housing; community engagement
2,Other third-party,www.opportunityagenda.org,text/html; charset=UTF-8,Home - The Opportunity Agenda Skip to content Search What We’ve Achieved Fellowship Programs Creative Change Retreat Narrative Research Lab Immigrant Narrative ,https://opportunityagenda.org/,research_results/documents/parsed/bf83699c0a4f2001dd2920dd6d60b502.txt,bf83699c0a4f2001dd2920dd6d60b502,5202,third_party:www.opportunityagenda.org,,,equity; inclusive; social justice; equitable,,compliance; policy,training
2,Government/operations,www.hudexchange.info,text/html;charset=UTF-8,HMIS Data Standards - HUD Exchange Skip to main content NEED HOUSING ASSISTANCE? Email Updates Log In HUD Exchange Search Toggle navigation Search Form title Se,https://www.hudexchange.info/resource/3824/hmis-data-dictionary/,research_results/documents/parsed/022621fee8894629a4293f7bcd169817.txt,022621fee8894629a4293f7bcd169817,5187,third_party:www.hudexchange.info,,,accessibility,,policy; standard; required; regulation,hiring; procurement; training; housing
2,Government/operations,www.oregonmetro.gov,text/html; charset=UTF-8,"Committees | Metro Skip to main content collapse all Events News and stories Tools and data Contact Language hub Metro logo, to the homepage Open menu Close men",https://www.oregonmetro.gov/committees,research_results/documents/parsed/ebc99fc1209f8c2c5f749b2004124f65.txt,ebc99fc1209f8c2c5f749b2004124f65,5075,third_party:www.oregonmetro.gov,,,equity; inclusion; accessibility,,policy; contract,hiring; procurement; training; housing
2,Framework/influence,www.raceforward.org,text/html; charset=UTF-8,"Advancing racial justice in our policies, institutions and culture. | Race Forward Skip to main content Main navigation Learn About Us Our Story Our Mission, Vi",https://www.raceforward.org/,research_results/documents/parsed/6edb45aeefba069c869f50585373f1c6.txt,6edb45aeefba069c869f50585373f1c6,5019,third_party:www.raceforward.org,,,equity; racial justice; equitable,,policy,procurement; training; housing
2,Framework/influence,www.raceforward.org,text/html; charset=UTF-8,"Advancing racial justice in our policies, institutions and culture. | Race Forward Skip to main content Main navigation Learn About Us Our Story Our Mission, Vi",http://www.raceforward.org/,research_results/documents/parsed/13a8dbfefb0e62ac8f3861aa3b6c4758.txt,13a8dbfefb0e62ac8f3861aa3b6c4758,5019,third_party:www.raceforward.org,,,equity; racial justice; equitable,,policy,procurement; training; housing
2,Infrastructure noise,en.wikipedia.org,text/html; charset=UTF-8,CURIE - Wikipedia Jump to content Main menu Main menu move to sidebar hide Navigation Main page Contents Current events Random article About Wikipedia Contact u,https://en.wikipedia.org/wiki/CURIE,research_results/documents/parsed/e09418552bffc631d834012946662292.txt,e09418552bffc631d834012946662292,4769,third_party:en.wikipedia.org,,,accessibility,,rule; policy; standard,housing
2,Government/operations,www.hud.gov,text/html; charset=UTF-8,HUD Home | HUD.gov / U.S. Department of Housing and Urban Development (HUD) Skip to main content An official website of the United States Government Here’s how ,https://www.hud.gov/,research_results/documents/parsed/1171b9007c447304c2078fde38778fb3.txt,1171b9007c447304c2078fde38778fb3,4636,third_party:www.hud.gov,,,accessibility; dei,,policy; contract,procurement; housing
2,Government/operations,www.oregonmetro.gov,text/html; charset=UTF-8,"Metro Skip to main content collapse all Events News and stories Tools and data Contact Language hub Metro logo, to the homepage Open menu Close menu What Metro ",https://www.oregonmetro.gov/,research_results/documents/parsed/78c1b6400b5d5a077a730e1abdd3a397.txt,78c1b6400b5d5a077a730e1abdd3a397,4421,third_party:www.oregonmetro.gov,,,equity; accessibility,,contract,hiring; procurement; training; housing
2,Framework/influence,www.racialequityalliance.org,text/html; charset=utf-8,Home - GARE Online Community Skip main navigation (Press Enter). Log in Toggle navigation Who We Are About Us Our Approach Our Impact Careers at GARE Join Us Me,https://www.racialequityalliance.org/home,research_results/documents/parsed/0e1e03d72717fb6325339c86021d7ea8.txt,0e1e03d72717fb6325339c86021d7ea8,4359,third_party:www.racialequityalliance.org,,,equity; racial justice; social justice,,policy; governing,housing
2,Government/operations (PDF),,,Oregon Buys,file://research_results/documents/raw/c2c9284f53c491b8423127ffa00215af.pdf,research_results/documents/parsed/c2c9284f53c491b8423127ffa00215af.txt,c2c9284f53c491b8423127ffa00215af,4171,third_party:batch_parallel,ocrmypdf_force+pdftotext,2025-12-31T03:32:01.156498,equity,,policy; contract; required,procurement; housing
2,Government/operations,www.hudexchange.info,text/html;charset=UTF-8,Welcome to HUD Exchange - HUD Exchange Skip to main content NEED HOUSING ASSISTANCE? Email Updates Log In HUD Exchange Search Toggle navigation Search Form titl,https://www.hudexchange.info/,research_results/documents/parsed/5b94e8a5df0af6d0ee9bdeaa10261e5e.txt,5b94e8a5df0af6d0ee9bdeaa10261e5e,4140,third_party:www.hudexchange.info,,,accessibility,,policy; regulation,hiring; procurement; training; housing
2,Framework/influence,www.raceforward.org,text/html; charset=UTF-8,"Messages to Grow and Uproot: Narrative Strategy Amid Attacks on Diversity, Equity, Inclusion, and Racial Justice | Race Forward Skip to main content Main naviga",https://www.raceforward.org/resources/toolkits/messages-grow-and-uproot-narrative-strategy-amid-attacks-diversity-equity,research_results/documents/parsed/19fe65d220983b78d9b82406f68a7436.txt,19fe65d220983b78d9b82406f68a7436,2946,third_party:www.raceforward.org,,,equity; racial justice; inclusion; diversity,,policy,training; housing
2,Framework/influence,raceforward.org,text/html; charset=UTF-8,"Race Reporting Guide | Race Forward Skip to main content Main navigation Learn About Us Our Story Our Mission, Vision, and Values Our Strategic Plan Annual Repo",https://www.raceforward.org/reporting-guide,research_results/documents/parsed/9e33ebe3140361da05a5258ac1ccdc88.txt,9e33ebe3140361da05a5258ac1ccdc88,2931,third_party:raceforward.org,,,equity; racial justice; equitable,,policy; standard,training; housing
2,Framework/influence,www.racialequityalliance.org,text/html; charset=utf-8,GARE Public Resources - GARE Online Community Skip main navigation (Press Enter). Log in Toggle navigation Who We Are About Us Our Approach Our Impact Careers a,https://www.racialequityalliance.org/viewdocument/democracy-resilience-toolkit-promp,research_results/documents/parsed/b5954653ff0f6fe3eeb0aa5b63479bda.txt,b5954653ff0f6fe3eeb0aa5b63479bda,2803,third_party:www.racialequityalliance.org,,,equity; racial justice; marginalized; equitable,,policy; governing,housing
2,Framework/influence,www.racialequityalliance.org,text/html; charset=utf-8,GARE Public Resources - GARE Online Community Skip main navigation (Press Enter). Log in Toggle navigation Who We Are About Us Our Approach Our Impact Careers a,https://www.racialequityalliance.org/viewdocument/pending-ai-new-southern-strategie-13,research_results/documents/parsed/d1dfa8ffa6c838ec2140e5832a73076b.txt,d1dfa8ffa6c838ec2140e5832a73076b,2708,third_party:www.racialequityalliance.org,,,equity,,policy,housing
2,Framework/influence,www.raceforward.org,text/html; charset=UTF-8,"2024 Annual Report | Race Forward Skip to main content Main navigation Learn About Us Our Story Our Mission, Vision, and Values Our Strategic Plan Annual Report",https://www.raceforward.org/2024-annual-report,research_results/documents/parsed/3280f67cdb07a327ce492b515521ebce.txt,3280f67cdb07a327ce492b515521ebce,2434,third_party:www.raceforward.org,,,equity; equitable,,policy,training; housing
2,Government/operations,oregonbuys.gov,text/html; charset=utf-8,We Provide Procurement Transformation Solutions | Periscope Holdings Menu For Buyers NIGP Solutions For Suppliers Contact Us For Buyers NIGP Solutions Who We Ar,https://www.periscopeholdings.com/who-we-are?p=who-we-are,research_results/documents/parsed/98c9506cf4fdebe9ad866266418748db.txt,98c9506cf4fdebe9ad866266418748db,2035,third_party:oregonbuys.gov,,,diversity,,compliance; policy,hiring; procurement; housing
2,Framework/influence,opportunityagenda.org,text/html; charset=UTF-8,You searched for {search_term_string - The Opportunity Agenda Skip to content Search What We’ve Achieved Fellowship Programs Creative Change Retreat Narrative R,https://opportunityagenda.org/?s=%7Bsearch_term_string,research_results/documents/parsed/3d2f61921dcdc94801c90a0fee237047.txt,3d2f61921dcdc94801c90a0fee237047,1358,third_party:opportunityagenda.org,,,equity,,compliance; policy,housing
2,Other third-party,x.com,text/html,About X | Our company and priorities Skip to main content About X platform X.com Status Accessibility Embed a post Privacy Center Transparency Center Download t,https://about.x.com/en,research_results/documents/parsed/41cd297c4c4771fffe814705e9bd37fd.txt,41cd297c4c4771fffe814705e9bd37fd,1083,third_party:x.com,,,accessibility,,rule,hiring
2,Framework/influence,opportunityagenda.org,text/calendar; charset=UTF-8,BEGIN:VCALENDAR VERSION:2.0 PRODID:-//The Opportunity Agenda - ECPv6.15.0.1//NONSGML v1.0//EN CALSCALE:GREGORIAN METHOD:PUBLISH X-WR-CALNAME:The Opportunity Age,https://opportunityagenda.org/events/?ical=1,research_results/documents/parsed/942ef0696af0624037562a90533f3a2f.txt,942ef0696af0624037562a90533f3a2f,961,third_party:opportunityagenda.org,,,equity,,standard,
2,Framework/influence,www.racialequityalliance.org,text/html; charset=utf-8,- GARE Online Community Skip main navigation (Press Enter). Log in Toggle navigation Who We Are About Us Our Approach Our Impact Careers at GARE Join Us Members,https://www.racialequityalliance.org/resources/public-sector-jobs-,research_results/documents/parsed/c03fa557fce41394cb3254c013c5736b.txt,c03fa557fce41394cb3254c013c5736b,913,third_party:www.racialequityalliance.org,,,equity,,policy,
2,Framework/influence,www.racialequityalliance.org,text/html; charset=utf-8,- GARE Online Community Skip main navigation (Press Enter). Log in Toggle navigation Who We Are About Us Our Approach Our Impact Careers at GARE Join Us Members,https://www.racialequityalliance.org/about,research_results/documents/parsed/9613353fa3a8e6ccd6e9a982d4da3ddc.txt,9613353fa3a8e6ccd6e9a982d4da3ddc,913,third_party:www.racialequityalliance.org,,,equity,,policy,
1,Government/operations,www.hud.gov,text/html; charset=UTF-8,Contact information for FHEO Offices | HUD.gov / U.S. Department of Housing and Urban Development (HUD) Skip to main content An official website of the United S,https://www.hud.gov/contactus/fairhousing,research_results/documents/parsed/60836bb392b2f12f39e28102c4ae36fa.txt,60836bb392b2f12f39e28102c4ae36fa,5840,third_party:www.hud.gov,,,accessibility,,,housing
1,Infrastructure noise,tinyurl.com,text/html;charset=utf-8,Umatilla Superintendent Heidi Sipe Selected for COSA Colt Gill Leadership Award | Umatilla School District Skip to content Umatilla School District Building Bri,https://www.umatilla.k12.or.us/article/2583213,research_results/documents/parsed/3ab0972aa46f257cd03b2af722485308.txt,3ab0972aa46f257cd03b2af722485308,4110,third_party:tinyurl.com,,,underserved,,,procurement; training; housing
1,Government/operations,www.hud.gov,text/html; charset=UTF-8,Office of Equal Employment Opportunity: No Fear Act | HUD.gov / U.S. Department of Housing and Urban Development (HUD) Skip to main content An official website ,https://www.hud.gov/no-fear-act,research_results/documents/parsed/ce61429f7a2184a4678907a98c463d66.txt,ce61429f7a2184a4678907a98c463d66,3077,third_party:www.hud.gov,,,accessibility,,,hiring; housing
1,Framework/influence,opportunityagenda.org,application/rss+xml; charset=UTF-8,"<?xml version=""1.0"" encoding=""UTF-8""?><rss version=""2.0"" xmlns:content=""http://purl.org/rss/1.0/modules/content/"" xmlns:wfw=""http://wellformedweb.org/CommentAPI",https://opportunityagenda.org/feed/,research_results/documents/parsed/a6118b290fad4b795a070b61557b3182.txt,a6118b290fad4b795a070b61557b3182,1200,third_party:opportunityagenda.org,,,racial justice; social justice,,,
1,Framework/influence,opportunityagenda.org,application/rss+xml; charset=UTF-8,"<?xml version=""1.0"" encoding=""UTF-8""?><rss version=""2.0"" xmlns:content=""http://purl.org/rss/1.0/modules/content/"" xmlns:dc=""http://purl.org/dc/elements/1.1/"" xm",https://opportunityagenda.org/comments/feed/,research_results/documents/parsed/457312611cef31a2cfe6e349011f468e.txt,457312611cef31a2cfe6e349011f468e,860,third_party:opportunityagenda.org,,,racial justice; social justice,,,
1,Government/operations,www.oregon.gov,text/html; charset=utf-8,Oregon.gov : State of Oregon Oregon.gov Top Services Top Links Looking for a State Agency? Search Agencies Looking for an Online Service? Search Services Featur,https://www.oregon.gov/Pages/index.aspx,research_results/documents/parsed/43a842a53cfa511e1bc88276a0352d1c.txt,43a842a53cfa511e1bc88276a0352d1c,720,third_party:www.oregon.gov,,,accessibility,,,hiring; housing; community engagement
