document_id,file_path,risk_score,dei_keywords,proxy_keywords,binding_keywords,applicability_tags,text_length
182ccedb33a9e03fbf1079b209da1a31,research_results/documents/parsed/182ccedb33a9e03fbf1079b209da1a31.txt,0,,,,,142
b8db36676c4c140396b695f791f8e0b9,research_results/documents/parsed/b8db36676c4c140396b695f791f8e0b9.txt,0,,,policy; standard,hiring; procurement; training; housing,6458
771c7d7a5f6fdc434ec6ec3c289c329d,research_results/documents/parsed/771c7d7a5f6fdc434ec6ec3c289c329d.txt,0,,,policy; must,procurement; training,2590
cb654d4e33715e982c2e6364a90d0f6b,research_results/documents/parsed/cb654d4e33715e982c2e6364a90d0f6b.txt,0,,,standard; required; must,hiring,276279
6ac981793fb50a869dae752f66cd1011,research_results/documents/parsed/6ac981793fb50a869dae752f66cd1011.txt,0,,,,,2419
817f094f1edc95fbe71646bee78dc75c,research_results/documents/parsed/817f094f1edc95fbe71646bee78dc75c.txt,0,,,,,56580
11f8c5e1123008295d7e64cc85216997,research_results/documents/parsed/11f8c5e1123008295d7e64cc85216997.txt,0,,,policy; standard; required,procurement; training; housing,8229
4681d1e892cb8479507b607dd2612385,research_results/documents/parsed/4681d1e892cb8479507b607dd2612385.txt,0,,,,training,2392
e09418552bffc631d834012946662292,research_results/documents/parsed/e09418552bffc631d834012946662292.txt,0,,,policy; standard,housing,4769
e8e523e92fbd99969a6dcda98a9f5dd8,research_results/documents/parsed/e8e523e92fbd99969a6dcda98a9f5dd8.txt,0,,,,hiring; training; housing,5163
3af30c01b129847bd0bfabd7279c39f9,research_results/documents/parsed/3af30c01b129847bd0bfabd7279c39f9.txt,0,,,,housing,170
443e9ac68a226291083e9a6760c5a870,research_results/documents/parsed/443e9ac68a226291083e9a6760c5a870.txt,0,,,,training,850
71a7765c3d553e44aaa308159b5a2ba6,research_results/documents/parsed/71a7765c3d553e44aaa308159b5a2ba6.txt,0,,,,training,3508
72452bef644dc6379e166efa8730a402,research_results/documents/parsed/72452bef644dc6379e166efa8730a402.txt,0,,,policy,training,207
689235eda9bbbeb13d80079a5a124a2a,research_results/documents/parsed/689235eda9bbbeb13d80079a5a124a2a.txt,0,,,,,56
89752d40428674dec5da6ea90a9383da,research_results/documents/parsed/89752d40428674dec5da6ea90a9383da.txt,0,,,,,8261
5b94e8a5df0af6d0ee9bdeaa10261e5e,research_results/documents/parsed/5b94e8a5df0af6d0ee9bdeaa10261e5e.txt,0,,,policy,hiring; procurement; training; housing,4140
d7e37c7dce04e9bfe1616df0c27a058a,research_results/documents/parsed/d7e37c7dce04e9bfe1616df0c27a058a.txt,0,,,,,18204
729a17653b6d3d5379132be435852f0e,research_results/documents/parsed/729a17653b6d3d5379132be435852f0e.txt,0,,,,,716
b38e3d183f71c799cdc5c8440266707e,research_results/documents/parsed/b38e3d183f71c799cdc5c8440266707e.txt,0,,,standard; must,training; housing,29479
ad2839f107e9dcaeb5a400c5b880d2b0,research_results/documents/parsed/ad2839f107e9dcaeb5a400c5b880d2b0.txt,0,,,,housing,170
d687e6a52acf594964576c6a768bbe46,research_results/documents/parsed/d687e6a52acf594964576c6a768bbe46.txt,0,,,,,150843
de6bba496869a4990072aaf442de5193,research_results/documents/parsed/de6bba496869a4990072aaf442de5193.txt,0,,,standard; required; must,hiring,492342
8541f98a9197bcf1a78f11abacb062b9,research_results/documents/parsed/8541f98a9197bcf1a78f11abacb062b9.txt,0,,,,,1132
94b7f062d309a0320a1b3a018423736c,research_results/documents/parsed/94b7f062d309a0320a1b3a018423736c.txt,0,,,standard; must,housing,8318
121df9a7bd9e7fb132e4cbd006e418fd,research_results/documents/parsed/121df9a7bd9e7fb132e4cbd006e418fd.txt,0,,,contract; required; must; statewide; policy,hiring; procurement; training; housing,36892
52cd97168f3abd20d0c66d36582aacf7,research_results/documents/parsed/52cd97168f3abd20d0c66d36582aacf7.txt,0,,,must,,52444
d40281c1d88106917c746ba40cb1f4a8,research_results/documents/parsed/d40281c1d88106917c746ba40cb1f4a8.txt,0,,,policy; required,procurement; training,2730
b1005135d715d53944e1cf08e586aaa4,research_results/documents/parsed/b1005135d715d53944e1cf08e586aaa4.txt,0,,,,,630
9d90fb89d1037c136652af2b11338c52,research_results/documents/parsed/9d90fb89d1037c136652af2b11338c52.txt,0,,,,,630
544a3c89ee2126143e425c5c99a830ea,research_results/documents/parsed/544a3c89ee2126143e425c5c99a830ea.txt,0,,,,housing,170
89c94b9ecc7d135aae35bb0d25a8097e,research_results/documents/parsed/89c94b9ecc7d135aae35bb0d25a8097e.txt,0,,,,hiring,7308
e1107f33d362b88c5757c2d7d4f1abea,research_results/documents/parsed/e1107f33d362b88c5757c2d7d4f1abea.txt,0,,,statewide,,733
d020bd14c432669860a542bbc6562d36,research_results/documents/parsed/d020bd14c432669860a542bbc6562d36.txt,0,,,,training,850
bbe7acb45f264f9ce93960d30c429eec,research_results/documents/parsed/bbe7acb45f264f9ce93960d30c429eec.txt,0,,,,,657
b5e5c57abbc15a6401f64b894a335573,research_results/documents/parsed/b5e5c57abbc15a6401f64b894a335573.txt,0,,,,,197
058c9dca17f59838809b1b9b8f67c627,research_results/documents/parsed/058c9dca17f59838809b1b9b8f67c627.txt,0,,,,housing,170
6c639748ad9d843e01a607630ea75c81,research_results/documents/parsed/6c639748ad9d843e01a607630ea75c81.txt,0,,,,,1048
a25ed6fc41cab3e231809c92d5514728,research_results/documents/parsed/a25ed6fc41cab3e231809c92d5514728.txt,0,,,,,628
fddc0913ff96354c00e3c7d910d2c06d,research_results/documents/parsed/fddc0913ff96354c00e3c7d910d2c06d.txt,0,,,required; must,procurement; training; housing,26579
3ad67ed18af7d44d652d71c7366010f6,research_results/documents/parsed/3ad67ed18af7d44d652d71c7366010f6.txt,0,,,,,211
3d5bde53de69554f6a3a0fffa1a0ca00,research_results/documents/parsed/3d5bde53de69554f6a3a0fffa1a0ca00.txt,0,,,,training,6539
9afc03806c436d495f9b35661514a4c4,research_results/documents/parsed/9afc03806c436d495f9b35661514a4c4.txt,0,,,policy; standard,hiring; training; housing,5876
b7583606c414576514188fbc1e00eefd,research_results/documents/parsed/b7583606c414576514188fbc1e00eefd.txt,0,,,,,2419
71cb6ca8688b19f1498fb5bc6321884d,research_results/documents/parsed/71cb6ca8688b19f1498fb5bc6321884d.txt,0,,,,training,685
03f0b1ced9a67059ca7c1c803601a4f1,research_results/documents/parsed/03f0b1ced9a67059ca7c1c803601a4f1.txt,0,,,policy,hiring; procurement; training; housing,8895
fe89e6f80307f48d51b3e28812eb84f3,research_results/documents/parsed/fe89e6f80307f48d51b3e28812eb84f3.txt,0,,,,,1029
2a22f3175e119ae7fa7db7468434a6a6,research_results/documents/parsed/2a22f3175e119ae7fa7db7468434a6a6.txt,0,,,,hiring,6737
998a3a873966d113ad99d1124b7005c8,research_results/documents/parsed/998a3a873966d113ad99d1124b7005c8.txt,0,,,,,990
3c72cd8d521a53f9c2171552b3686808,research_results/documents/parsed/3c72cd8d521a53f9c2171552b3686808.txt,0,,,policy,,231
70ff4c0fce8f25eaa35a3e214f7d01c3,research_results/documents/parsed/70ff4c0fce8f25eaa35a3e214f7d01c3.txt,0,,,,,630
99dcf3d5449817538f56e3cd23ec5fc1,research_results/documents/parsed/99dcf3d5449817538f56e3cd23ec5fc1.txt,0,,,contract; standard; required; shall; agreement,hiring; procurement,3553
1379b96eccb96b971f4f95e0931f18c9,research_results/documents/parsed/1379b96eccb96b971f4f95e0931f18c9.txt,0,,,,,630
f178e5445a00ca0f4f060af69716886a,research_results/documents/parsed/f178e5445a00ca0f4f060af69716886a.txt,0,,,policy; must,housing,4310
06d4b02111db91eda1c6e9f72c5bf28e,research_results/documents/parsed/06d4b02111db91eda1c6e9f72c5bf28e.txt,0,,,required; must,procurement; training; housing,24538
c79073ad28f6e6b357996a771378cc0c,research_results/documents/parsed/c79073ad28f6e6b357996a771378cc0c.txt,0,,,agreement; required,housing,13072
937374b235c61ee1f6081afde70f0ce0,research_results/documents/parsed/937374b235c61ee1f6081afde70f0ce0.txt,0,,,policy,procurement; training; housing,6874
ce1173050faddc89621200959d54906c,research_results/documents/parsed/ce1173050faddc89621200959d54906c.txt,0,,,,,2586
